"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL121068","Clc1ccc(cc1)C(=O)NC(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)OC(=O)Cc4ccccc4","IC50","'='",10400,"nM",4.98,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136312","Inhibitory activity against Steroid sulfatase expressed in CHO cells","Bioorg. Med. Chem. Lett.",2003,426.9,3.97
"CHEMBL1945904","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(cc5)c6ccccc6","IC50","'='",9,"nM",8.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,487.67,6.26
"CHEMBL137541","NS(=O)(=O)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3","IC50","'='",437,"nM",6.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,317.32,2.04
"CHEMBL136663","NS(=O)(=O)Oc1ccc2OC(CC(=O)c2c1)C34CC5CC(CC(C5)C3)C4","IC50","'='",140,"nM",6.85,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,377.46,2.82
"CHEMBL1627916","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccccc5","IC50","'='",3820,"nM",5.42,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,348.49,5.14
"CHEMBL287229","CCCCC\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",13000,"nM",4.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,633.68,4.46
"CHEMBL1627631","C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",19600,"nM",4.71,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,286.42,4
"CHEMBL65204","NS(=O)(=O)Oc1cccc(c1)C(=O)c2cccc(OS(=O)(=O)N)c2","IC50","'='",3200,"nM",5.5,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136026","Inhibition of human steroid sulfatase compared to EMATE","Bioorg. Med. Chem. Lett.",2002,372.38,0.08
"CHEMBL137479","NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)C3C4CC5CC3CC5C4","IC50","'='",11,"nM",7.96,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,361.42,2.52
"CHEMBL137169","NS(=O)(=O)Oc1ccc2SC(=CC(=O)c2c1)c3ccccc3","IC50","'='",62,"nM",7.21,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,333.39,2.51
"CHEMBL27657","CC\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",16000,"nM",4.8,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,591.6,3.29
"CHEMBL1945902","CC(C)c1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",62,"nM",7.21,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,453.65,5.72
"CHEMBL1945912","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)[N+](=O)[O-]","IC50","'='",90,"nM",7.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,456.56,4.5
"CHEMBL137243","NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)\C=C\c3ccccc3","IC50","'='",1620,"nM",5.79,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,343.36,2.55
"CHEMBL1627627","CCCCC(CC)CCC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",520,"nM",6.28,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,412.66,7.37
"CHEMBL1945907","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccccc5Br","IC50","'='",493,"nM",6.31,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,490.46,5.36
"CHEMBL1947227","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(cc5)c6ccccc6","IC50","'='",35,"nM",7.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,438.61,6.89
"CHEMBL3235682","NS(=O)(=O)Oc1ccc(Sc2ccc(OS(=O)(=O)N)cc2)cc1","IC50","'='",88,"nM",7.06,"CHEMBL3559","Steryl-sulfatase","CHEMBL3232760","Inhibition of steroid sulfatase in human MCF7 cells assessed as conversion of [3H]E1S to [3H]E1 and [3H]E2 after 5 hrs by liquid scintillation counting","Bioorg. Med. Chem.",2014,376.44,1
"CHEMBL3600586","CC(C)(C)c1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5c(ccc(O)c5[N+](=O)[O-])[C@H]4CC[C@]23C","IC50","'='",8,"nM",8.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,512.67,5.8
"CHEMBL1823787","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5cccc(c5)C(F)(F)F","IC50","'='",126,"nM",6.9,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS isolated from human JEG-3 cell homogenates using [3H]-E1S as substrate","Bioorg. Med. Chem.",2015,430.51,6.24
"CHEMBL1945896","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)Cc5ccccc5","IC50","'='",364,"nM",6.44,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,425.59,4.74
"CHEMBL1947226","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NC(=O)c5cccc(c5)C(F)(F)F","IC50","'='",749,"nM",6.13,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,443.51,6.07
"CHEMBL3612348","OP(=S)(Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCC6)C(=O)Oc5c4","IC50","'='",860,"nM",6.07,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,510.5,5.33
"CHEMBL3622062","NS(=O)(=O)Oc1ccc2cc(CN(c3ccc(cc3)C#N)n4cnnc4)ccc2c1","IC50","'='",367,"nM",6.43,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,420.45,2.36
"CHEMBL518761","NS(=O)(=O)Oc1ccc(cc1Br)C(c2ccc(cc2)C#N)n3cncn3","IC50","'='",2600,"nM",5.58,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,434.28,2.13
"CHEMBL1835538","C[C@]12CC[C@H]3[C@@H](CCc4c(Br)c(O)ccc34)[C@@H]1CCC2=O","IC50","'='",4800,"nM",5.32,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,349.27,4.58
"CHEMBL3622021","CCCN1C(=O)C[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)N)ccc4[C@H]3CC[C@]2(C)C1=O","IC50","'='",1,"nM",9,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using [3H]E1S as substrate incubated for 30 mins","Eur. J. Med. Chem.",2016,420.53,2.5
"CHEMBL3806285","CSc1cc2[C@H]3CC[C@]4(C)CCC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",44,"nM",7.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using [3H]E1S as substrate incubated for 30 mins","Eur. J. Med. Chem.",2016,381.56,4.24
"CHEMBL3805064","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(cc5)c6ccccc6C(F)(F)F","IC50","'='",21,"nM",7.68,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase (unknown origin) transfected in HEK293 cells using [3H]E1S as substrate incubated for 2 hrs by liquid scintillation counting method","Eur. J. Med. Chem.",2016,506.61,7.91
"CHEMBL1835632","C[C@]12CC[C@H]3[C@@H](CCc4c(C=O)c(O)c(Br)cc34)[C@@H]1CCC2=O","IC50","'='",145000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,377.28,4.39
"CHEMBL1835545","C[C@]12CC[C@H]3[C@@H](CCc4c3cc(C=O)c(O)c4C=O)[C@@H]1CCC2=O","IC50","'='",224000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,326.39,3.44
"CHEMBL1947222","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(cc5)C(F)(F)F","IC50","'='",73,"nM",7.14,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,479.56,5.61
"CHEMBL1835424","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4C=O)[C@@H]1CCC2=O","IC50","'='",1500,"nM",5.82,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human purified steroid sulfatase","Bioorg. Med. Chem.",2011,298.38,3.63
"CHEMBL3600591","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+](=O)[O-])[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(cc5)c6ccccc6","IC50","'='",33,"nM",7.48,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,532.66,6.17
"CHEMBL3600585","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4[N+](=O)[O-])[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C(F)(F)F","IC50","'='",11,"nM",7.96,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,524.56,5.52
"CHEMBL3805984","C[C@]12CC[C@H]3[C@@H](CCc4cc5OS(=O)(=O)NCc5cc34)[C@@H]1CCC2=O","IC50","'='",9,"nM",8.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human MCF7 cells using [3H]E1S as substrate incubated for 24 hrs by scintillation counting method","Eur. J. Med. Chem.",2016,361.46,2.84
"CHEMBL3805117","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(cc5)c6ccccc6","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,517.69,5.77
"CHEMBL3805454","NC(=O)c1ccc(cc1N2CCc3nc(NS(=O)(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)sc3C2)C(F)(F)F","IC50","'='",160,"nM",6.8,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using 4-methylumbelliferyl sulfate as substrate incubated for 1 hr by fluorescence assay","Eur. J. Med. Chem.",2016,618.5,5.66
"CHEMBL3805967","CC(C)(C)c1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CC=C5CC(CC[C@]5(C)[C@H]4CC[C@]23C)OS(=O)(=O)N)cc1","IC50","'='",14,"nM",7.85,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase (unknown origin) transfected in HEK293 cells using [3H]E1S as substrate incubated for 2 hrs by liquid scintillation counting method","Eur. J. Med. Chem.",2016,515.76,5.81
"CHEMBL1235380","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC(=O)N(Cc5cccnc5)C2=O","IC50","'='",1,"nM",9,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using [3H]E1S as substrate incubated for 30 mins","Eur. J. Med. Chem.",2016,469.56,2.69
"CHEMBL3612355","CC(C)N(C(C)C)C(=O)C1=CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)N)ccc4[C@H]3CC[C@]12C","IC50","'='",4,"nM",8.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of recombinant human STS transfected in CHO cells using MUS as substrate after 30 mins by fluorescence assay","Eur. J. Med. Chem.",2015,460.64,4.31
"CHEMBL3612354","NS(=O)(=O)Oc1ccc2C3=C(CCCCC3)C(O)Oc2c1","IC50","'='",8,"nM",8.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS","Eur. J. Med. Chem.",2015,311.36,1.7
"CHEMBL3612303","ClP(=S)(Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCC6)C(=O)Oc5c4","IC50","'='",7760,"nM",5.11,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,528.95,6.58
"CHEMBL3612302","ClP(=S)(Oc1ccc2C3=C(CCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCC6)C(=O)Oc5c4","IC50","'='",33780,"nM",4.47,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,500.9,5.8
"CHEMBL3622012","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCCC3)C(=O)Oc2c1","IC50","'='",1,"nM",9,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental microsomes steroid sulfatase using [6,7-3H] E1S as substrate after 30 mins","MedChemComm",2016,351.42,2.81
"CHEMBL3818315","CCCCOP(=O)(Nc1ccc(cc1)C2=Cc3ccc(OS(=O)(=O)N)cc3OC2=O)OCCCC","IC50","'='",310,"nM",6.51,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,524.53,5.2
"CHEMBL3235689","CC[Si](CC)(c1ccc(OS(=O)(=O)N)c(C)c1)c2ccc(OS(=O)(=O)N)c(C)c2","IC50","'='",170,"nM",6.77,"CHEMBL3559","Steryl-sulfatase","CHEMBL3232760","Inhibition of steroid sulfatase in human MCF7 cells assessed as conversion of [3H]E1S to [3H]E1 and [3H]E2 after 5 hrs by liquid scintillation counting","Bioorg. Med. Chem.",2014,458.63,NA
"CHEMBL135","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O","IC50","'='",84000,"nM",4.08,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,272.39,3.61
"CHEMBL3806286","CSc1cc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)Cc5ccccc5)[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",44,"nM",7.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using [3H]E1S as substrate incubated for 30 mins","Eur. J. Med. Chem.",2016,487.69,4.82
"CHEMBL3806175","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@]2(O)Cc5cccc(Oc6ccccc6)c5","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,533.69,5.89
"CHEMBL3805071","COc1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)c(OC)c1OC","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,531.67,4.12
"CHEMBL3805656","C[C@]12CC[C@H]3[C@@H](CC=C4CC(CC[C@]34C)OS(=O)(=O)N)[C@@H]1CC[C@@H]2C(O)Cc5ccccc5","IC50","'='",400,"nM",6.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase (unknown origin) transfected in HEK293 cells using [3H]E1S as substrate incubated for 2 hrs by liquid scintillation counting method","Eur. J. Med. Chem.",2016,473.68,4.76
"CHEMBL3805959","COc1cccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)c1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,471.62,4.11
"CHEMBL3805811","CC(C)c1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)cc1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,483.67,5.22
"CHEMBL23067","NS(=O)(=O)OCC(Cl)(Cl)Cl","IC50","'='",750000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135300","In vitro inhibition of estrone sulfatase.","Bioorg. Med. Chem. Lett.",2002,228.48,0.58
"CHEMBL3235681","NS(=O)(=O)Oc1ccc(Cc2ccc(OS(=O)(=O)N)cc2)cc1","IC50","'='",1024,"nM",5.99,"CHEMBL3559","Steryl-sulfatase","CHEMBL3232760","Inhibition of steroid sulfatase in human MCF7 cells assessed as conversion of [3H]E1S to [3H]E1 and [3H]E2 after 5 hrs by liquid scintillation counting","Bioorg. Med. Chem.",2014,358.4,0.44
"CHEMBL494753","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CCC2=O","IC50","'='",7600,"nM",5.12,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,350.44,3.29
"CHEMBL4069839","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3cc(F)c(F)c(F)c3","IC50","'='",290,"nM",6.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,371.29,2.46
"CHEMBL269221","CC1=CC(=O)Oc2ccc(OS(=O)(=O)N)cc12","IC50","'='",380,"nM",6.42,"CHEMBL3559","Steryl-sulfatase","CHEMBL3826918","Inhibition of sulphatase in human MCF7 cells assessed as inhibition of E1-STS activity","Eur. J. Med. Chem.",2016,255.25,0.68
"CHEMBL3600590","CC(C)(C)c1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)c(cc5[C@H]4CC[C@]23C)[N+](=O)[O-]","IC50","'='",81,"nM",7.09,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,512.67,5.8
"CHEMBL3600589","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+](=O)[O-])[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C(F)(F)F","IC50","'='",67,"nM",7.17,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,524.56,5.52
"CHEMBL3818455","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NP4(=O)OCCCO4)cc3","IC50","'='",700,"nM",6.16,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,452.38,3
"CHEMBL3818539","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NP(=O)(Oc4ccccc4)Oc5ccccc5)cc3","IC50","'='",190,"nM",6.72,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,564.51,5.72
"CHEMBL3818079","CCOP(=O)(Nc1ccc(cc1)C2=Cc3ccc(OS(=O)(=O)N)cc3OC2=O)OCC","IC50","'='",510,"nM",6.29,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,468.42,3.64
"CHEMBL3819591","COP(=O)(Nc1ccc(cc1)C2=Cc3ccc(OS(=O)(=O)N)cc3OC2=O)OC","IC50","'='",780,"nM",6.11,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,440.37,2.86
"CHEMBL3622056","NS(=O)(=O)Oc1ccc(SCCN(c2ccc(cc2)C#N)n3cnnc3)cc1","IC50","'='",3100,"nM",5.51,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,416.49,1.79
"CHEMBL367827","CC(C)(C)OC(=O)N1CCC(CC1)C(=O)NS(=O)(=O)c2cccc(Cl)c2","IC50","'='",71000,"nM",4.15,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144338","Inhibitory constant against human steroid sulfatase","Bioorg. Med. Chem. Lett.",2005,402.9,2.79
"CHEMBL228315","OC(=O)c1ccccc1\C=N\NC(=S)NC2CCCCCCC2","IC50","'='",60000,"nM",4.22,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,333.46,3.3
"CHEMBL228744","S=C(N\N=C\c1cccc(c1)c2nnn[nH]2)NC3CCCCC3","IC50","'='",810,"nM",6.09,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,329.43,2
"CHEMBL228527","OC(=O)c1ccc(\C=N\NC(=S)NC2CCCCC2)cc1","IC50","'='",24000,"nM",4.62,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,305.4,2.52
"CHEMBL426204","OC(=O)c1cccc(\C=N\NC(=S)NC2CCCCC2)c1","IC50","'='",1300,"nM",5.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,305.4,2.52
"CHEMBL4099681","NS(=O)(=O)Oc1ccc(c(F)c1F)c2ccc(s2)C(=O)c3c(F)ccc(O)c3F","IC50","'='",105.5,"nM",6.98,"CHEMBL3559","Steryl-sulfatase","CHEMBL4049440","Inhibition of human placental microsomal STS assessed as formation of E1 preincubated for 30 mins followed by addition of E1S as substrate measured after 20 mins by ELISA","J Med Chem",2017,447.39,3.49
"CHEMBL4083248","Cc1cc(ccc1OS(=O)(=O)N)c2ccc(s2)C(=O)c3c(F)ccc(O)c3F","IC50","'='",220.8,"nM",6.66,"CHEMBL3559","Steryl-sulfatase","CHEMBL4049440","Inhibition of human placental microsomal STS assessed as formation of E1 preincubated for 30 mins followed by addition of E1S as substrate measured after 20 mins by ELISA","J Med Chem",2017,425.43,3.52
